iter	Logloss
194	0.1856796151
195	0.1855089323
196	0.1853396281
197	0.1851767212
198	0.1850175065
199	0.1848381299
200	0.1846736003
201	0.1844807446
202	0.1843045247
203	0.1841202043
204	0.1839306714
205	0.1837060824
206	0.1835547819
207	0.1833417944
208	0.183181355
209	0.1829969548
210	0.1828363363
211	0.1826554606
212	0.1825244775
213	0.1823730802
214	0.1821676066
215	0.1820252002
216	0.1818958089
217	0.1817507992
218	0.1815868213
219	0.1814420833
220	0.1812271102
221	0.1810851066
222	0.1809159538
223	0.1807302669
224	0.1805711792
225	0.1804368563
226	0.1802885938
227	0.1801121362
228	0.1799990511
229	0.1798296346
230	0.1796002856
231	0.1794619808
232	0.1793380754
233	0.1791834326
234	0.1790363354
235	0.1788819466
236	0.1786687126
237	0.1785124463
238	0.1782223446
239	0.1780583423
240	0.177947255
241	0.1778086255
242	0.1776895475
243	0.1775387939
244	0.1774157715
245	0.1771971484
246	0.1770101042
247	0.1768511247
248	0.1767220394
249	0.1765872331
250	0.1764743766
251	0.1763097843
252	0.1761405526
253	0.1759941659
254	0.1758537874
255	0.1756944751
256	0.1755501782
257	0.1754148177
258	0.1752989754
259	0.1751714478
260	0.1750515234
261	0.1749438786
262	0.1748246883
263	0.1746676554
264	0.1744767358
265	0.1743504639
266	0.1742069515
267	0.174041145
268	0.1739343742
269	0.1736463997
270	0.1734888908
271	0.1732962964
272	0.1731347184
273	0.1730309668
274	0.1729158822
275	0.1727917936
276	0.1726745459
277	0.1725449601
278	0.1723937215
279	0.1722774813
280	0.1721686507
281	0.1720174365
282	0.1718883008
283	0.1717604769
284	0.1716682397
285	0.1715464209
286	0.1713975822
287	0.1713078158
288	0.1711263306
289	0.1709742391
290	0.1708588631
291	0.1707430509
292	0.1706227669
293	0.1705157471
294	0.1704213883
295	0.1703299943
296	0.1701868034
297	0.1700744238
298	0.1699645557
299	0.1698517131
300	0.1697092529
301	0.1695963062
302	0.1694983561
303	0.1694111857
304	0.1693232048
305	0.1691885221
306	0.1690880697
307	0.1689598372
308	0.1688569897
309	0.1687619287
310	0.168661005
311	0.1685705298
312	0.1684067196
313	0.1683148934
314	0.1682186816
315	0.1681289673
316	0.1680341423
317	0.1679393547
318	0.16782073
319	0.1677233236
320	0.1675694971
321	0.1674247746
322	0.1673334237
323	0.1671949756
324	0.1671008496
325	0.1669339372
326	0.1668128109
327	0.1666982739
328	0.1666065885
329	0.166471805
330	0.1663654671
331	0.1662483382
332	0.1661283545
333	0.1660467049
334	0.1659052002
335	0.1658140731
336	0.1657210197
337	0.1656304655
338	0.1655528239
339	0.1654720752
340	0.1653398063
341	0.1652581095
342	0.1651756396
343	0.165087019
344	0.1649772469
345	0.1648742806
346	0.164796639
347	0.1646300529
348	0.164533418
349	0.1644396908
350	0.1643177832
351	0.1642394458
352	0.16416229
353	0.1640366813
354	0.1639474235
355	0.1638703027
356	0.1637780526
357	0.1636895817
358	0.1635825024
359	0.1634869971
360	0.1634081217
361	0.1632456283
362	0.163148361
363	0.1630653288
364	0.1629553304
365	0.1628549479
366	0.1627621558
367	0.1626463208
368	0.1625547949
369	0.1624559513
370	0.1623611922
371	0.1622572477
372	0.162175909
373	0.1620674202
374	0.1619592318
375	0.161862557
376	0.1617877116
377	0.1616871484
378	0.1615905632
379	0.161508182
380	0.1614014575
381	0.1612972103
382	0.1612091073
383	0.1611007829
384	0.161022159
385	0.160921639
386	0.1608361418
387	0.1607508773
388	0.1606700529
389	0.1605876465
390	0.1604458683
391	0.160352277
392	0.1602739071
393	0.1601949829
394	0.1600834399
395	0.1599749414
396	0.1598841292
397	0.1597519255
398	0.1596706885
399	0.1595586312
400	0.1594223551
401	0.1593554443
402	0.1592862223
403	0.1591727059
404	0.1590851514
405	0.158931425
406	0.1588529321
407	0.1587657666
408	0.1586880819
409	0.1586033472
410	0.1585278516
411	0.1584585628
412	0.1582912598
413	0.1582009416
414	0.1581212158
415	0.1579685734
416	0.1578757048
417	0.1577748535
418	0.1576945199
419	0.1576059562
420	0.1574968538
421	0.1573870313
422	0.157305415
423	0.1572046525
424	0.157082133
425	0.1569741447
426	0.1568329289
427	0.1567586426
428	0.1566897835
429	0.1565457471
430	0.156481285
431	0.1563289567
432	0.1562408651
433	0.156098737
434	0.1559970744
435	0.1558819792
436	0.155788016
437	0.1556962834
438	0.1555710588
439	0.1555098315
440	0.1553825659
441	0.1553107129
442	0.1551828434
443	0.1551024976
444	0.1550330225
445	0.1548901172
446	0.1548392244
447	0.1547603678
448	0.1546523771
449	0.1545743018
450	0.1544247176
451	0.1543322103
452	0.1542745394
453	0.1542214396
454	0.1541381502
455	0.1540656226
456	0.1539778149
457	0.1539051449
458	0.1537837109
459	0.1537067603
460	0.1536373096
461	0.1535610392
462	0.1534202327
463	0.1533383472
464	0.1532186344
465	0.153123348
466	0.1530371118
467	0.1529459676
468	0.1528581405
469	0.1527968319
470	0.1527213289
471	0.1526360067
472	0.1525862541
473	0.1525048136
474	0.1524006226
475	0.1522808553
476	0.152195057
477	0.1520676888
478	0.1519803263
479	0.1518869889
480	0.151767334
481	0.1517129785
482	0.1515950342
483	0.1515388574
484	0.151490896
485	0.1514449927
486	0.1513735441
487	0.1512890511
488	0.1512080103
489	0.1510823421
490	0.1510016878
491	0.1509411353
492	0.1508474593
493	0.1507803483
494	0.1507097697
495	0.1506450057
496	0.1505387459
497	0.1504502962
498	0.1504079028
499	0.1502951457
500	0.1502213477
501	0.1501520182
502	0.1500741357
503	0.149969375
504	0.1499154647
505	0.1498552751
506	0.1497608032
507	0.1496973031
508	0.1496279517
509	0.1495140088
510	0.149442998
511	0.1493885327
512	0.1493118538
513	0.1492368555
514	0.1491737386
515	0.149093064
516	0.1490092879
517	0.1489112345
518	0.1487957878
519	0.148714117
520	0.1486703288
521	0.148611862
522	0.148540625
523	0.1484778345
524	0.1484179622
525	0.1483326058
526	0.148250922
527	0.1481907812
528	0.148069244
529	0.1480161475
530	0.1479282975
531	0.147815529
532	0.1477155721
533	0.1476745158
534	0.1475921403
535	0.1475275285
536	0.147475874
537	0.1474157503
538	0.1473225936
539	0.1472475277
540	0.1471188607
541	0.1470525195
542	0.1469865129
543	0.146932679
544	0.146842491
545	0.1467321167
546	0.1466689673
547	0.146593147
548	0.1465010685
549	0.1463838835
550	0.1463215812
551	0.1462123714
552	0.1460922656
553	0.1460090674
554	0.1458991846
555	0.1457996468
556	0.1457581982
557	0.1456616447
558	0.1456086442
559	0.1455359432
560	0.1454824406
561	0.1454157804
562	0.1453356413
563	0.1452813216
564	0.1452256152
565	0.1451355151
566	0.1450979085
567	0.1450513607
568	0.1449784106
569	0.1448916382
570	0.1448302238
571	0.1447480298
572	0.1446498901
573	0.1445649797
574	0.1445211914
575	0.1444567375
576	0.1444037231
577	0.1443235002
578	0.1442674821
579	0.1442137622
580	0.1441622428
581	0.14410441
582	0.1440429427
583	0.1439432568
584	0.1438581283
585	0.1437681852
586	0.1436840999
587	0.1436146777
588	0.1435768636
589	0.143520389
590	0.1434418229
591	0.1433918311
592	0.143308269
593	0.1432297697
594	0.1431522249
595	0.1430946672
596	0.1430474455
597	0.1430049984
598	0.1429585205
599	0.1428921493
600	0.142848195
601	0.1427706038
602	0.1427139006
603	0.1426760465
604	0.142605804
605	0.1424859969
606	0.1424530859
607	0.1423988501
608	0.1423513379
609	0.142303501
610	0.1421727954
611	0.1421082316
612	0.1420556356
613	0.142011709
614	0.1419422144
615	0.1418797526
616	0.1418195182
617	0.141751342
618	0.1417097054
619	0.1416426742
620	0.1415476945
621	0.1414791488
622	0.1414131047
623	0.141377474
624	0.1412946916
625	0.1412440096
626	0.1411601082
627	0.1411245964
628	0.1410827336
629	0.1410483285
630	0.1410152222
631	0.1409824463
632	0.1409274007
633	0.1408947819
634	0.1408208626
635	0.1407680485
636	0.1406969165
637	0.140638444
638	0.1406047144
639	0.1405746411
640	0.1405084115
641	0.1404413615
642	0.1404084782
643	0.1403807511
644	0.1402865828
645	0.1401730501
646	0.1401217456
647	0.1400481592
648	0.1399776823
649	0.1399208537
650	0.1398676164
651	0.1398080225
652	0.1397779932
653	0.1397028743
654	0.1395898966
655	0.1395376644
656	0.1394936426
657	0.1394535059
658	0.1393962736
659	0.1393429248
660	0.1392981706
661	0.1392373584
662	0.1392058081
663	0.1391130273
664	0.1390814014
665	0.1390507088
666	0.1390208667
667	0.1389591829
668	0.138929703
669	0.1388817985
670	0.138830695
671	0.1387370882
672	0.1387081795
673	0.1386544678
674	0.1386193595
675	0.1385916772
676	0.1384970345
677	0.1384035881
678	0.138373536
679	0.1383451237
680	0.1382821973
681	0.1382024984
682	0.1381404557
683	0.1381116626
684	0.1380809066
685	0.1380370215
686	0.1379851367
687	0.1379007756
688	0.1378324731
689	0.1377389071
690	0.1377098568
691	0.137667902
692	0.1376383577
693	0.1376103019
694	0.1375384009
695	0.1374901424
696	0.1374009383
697	0.1373270972
698	0.1372981087
699	0.1372585343
700	0.1371983846
701	0.1371381437
702	0.137109502
703	0.1370821151
704	0.1370343815
705	0.137005743
706	0.1369775488
707	0.1369047965
708	0.1368692228
709	0.1368158496
710	0.1367385799
711	0.1367101489
712	0.1366482023
713	0.1365633105
714	0.1365352075
715	0.1364698063
716	0.1364415112
717	0.1364006681
718	0.1363695549
719	0.1363192399
720	0.1362613322
721	0.1362141821
722	0.1361648535
723	0.1361263314
724	0.1360688143
725	0.1360024455
726	0.1359463428
727	0.1359174894
728	0.1358923071
729	0.1358652555
730	0.135837041
731	0.1358095036
732	0.1357832845
733	0.1357571859
734	0.1356586344
735	0.1356226709
736	0.1355383252
737	0.1355110075
738	0.1354568392
739	0.1354077116
740	0.1353466618
741	0.1352796509
742	0.1352536108
743	0.135226438
744	0.1352020321
745	0.1351465137
746	0.1351199137
747	0.1350719328
748	0.1350458211
749	0.1349941366
750	0.1349619621
751	0.1349357992
752	0.1348687785
753	0.134830013
754	0.1347928019
755	0.1347440511
756	0.1346690112
757	0.1346428125
758	0.1346113542
759	0.1345364762
760	0.1345101416
761	0.1344570947
762	0.1344159172
763	0.1343732454
764	0.1343216642
765	0.1342514624
766	0.1342247266
767	0.1342008537
768	0.1341711735
769	0.1341451676
770	0.1341181934
771	0.1340939469
772	0.1340683683
773	0.1340112671
774	0.1339869434
775	0.1339623405
776	0.1338992822
777	0.1338358236
778	0.1338103231
779	0.1337698226
780	0.1337444792
781	0.133683453
782	0.133602286
783	0.1335161287
784	0.1334602059
785	0.1334087988
786	0.1333827279
787	0.1333601058
788	0.1333015348
789	0.1332550553
790	0.1332013249
791	0.1331767676
792	0.1331078621
793	0.1330648698
794	0.1330404199
795	0.1329848348
796	0.1329035596
797	0.1328753426
798	0.1328176237
799	0.1327920239
800	0.1327003857
801	0.1326620565
802	0.1326090096
803	0.1325837817
804	0.1325427393
805	0.132518562
806	0.1324753068
807	0.1324273283
808	0.1324037646
809	0.1323427327
810	0.1323185482
811	0.1322790511
812	0.1322546615
813	0.1322311466
814	0.132209047
815	0.1321562728
816	0.1321025513
817	0.1320732137
818	0.1320198071
819	0.131996416
820	0.1319722371
821	0.1319275293
822	0.1319048836
823	0.1318590047
824	0.1317947534
825	0.1317493506
826	0.1316891528
827	0.1316549007
828	0.1316327873
829	0.1316089689
830	0.1315589616
831	0.1314996411
832	0.1314473543
833	0.1313972827
834	0.1313310905
835	0.131229279
836	0.1311884269
837	0.1311145915
838	0.1310685954
839	0.131009528
840	0.1309740617
841	0.1309322062
842	0.1308614657
843	0.1308107731
844	0.1307879533
845	0.1307119173
846	0.1306464494
847	0.1306030355
